0.0	5.0300002
60.0	5.6199999
63.0	5.2069998
63.611885	4.8410001
64.22377	4.4920001
64.835655	4.1599998
65.447533	3.8440001
66.059418	3.5439999
66.671303	3.26
67.283188	2.9920001
67.895073	2.74
68.506958	2.5050001
69.118835	2.2850001
69.730721	2.0810001
70.342606	1.893
70.954491	1.721
71.566376	1.564
72.178261	1.423
72.790146	1.2970001
73.402023	1.187
74.013908	1.092
74.625793	1.013
75.237679	0.949
75.849564	0.89999998
76.0	0.88999999
91.0	0.88999999
92.313171	0.52499998
93.62635	0.106
94.939522	-0.36399999
96.252693	-0.884
97.565865	-1.449
98.879044	-2.05699992
100.19221	-2.7019999
101.50539	-3.38100004
102.81857	-4.08599997
104.13174	-4.81099987
105.44491	-5.54899979
106.75809	-6.29199982
108.07126	-7.03100014
109.38443	-7.75600004
110.6976	-8.45899963
112.01077	-9.12800026
113.32395	-9.75399971
114.63712	-10.327
115.95029	-10.836
117.26347	-11.272
118.57664	-11.626
119.88982	-11.89
121.203	-12.057
122.51617	-12.121
123.82934	-12.076
125.14252	-11.92
126.45569	-11.651
127.76886	-11.266
129.08203	-10.767
130.3952	-10.154
131.70837	-9.4289999
133.02155	-8.59399986
134.33472	-7.65299988
135.0	-7.13600016
135.2849	-7.54699993
135.56981	-7.94299984
135.85471	-8.32400036
136.13962	-8.68799973
136.42451	-9.0369997
136.70941	-9.36900043
136.99432	-9.68400002
137.27922	-9.9829998
137.56412	-10.263
137.84903	-10.527
138.13393	-10.772
138.41884	-10.998
138.70374	-11.207
138.98863	-11.396
139.27354	-11.566
139.55844	-11.717
139.84335	-11.848
140.12825	-11.959
140.41315	-12.051
140.69806	-12.122
140.98296	-12.173
141.26787	-12.203
141.55276	-12.213
141.83766	-12.202
142.12257	-12.17
142.40747	-12.117
142.69238	-12.044
142.97728	-11.95
143.26218	-11.835
143.54709	-11.7
143.83199	-11.544
144.11688	-11.367
144.40179	-11.17
144.68669	-10.953
144.9716	-10.716
145.2565	-10.459
145.5414	-10.182
145.82631	-9.88500023
146.11121	-9.56900024
146.39612	-9.23400021
146.68102	-8.88099957
146.96591	-8.50800037
147.25082	-8.11699963
147.53572	-7.70800018
147.82062	-7.28000021
148.10553	-6.83500004
148.39043	-6.37200022
148.67534	-5.8920002
148.96024	-5.39400005
149.24513	-4.87900019
149.53004	-4.34800005
149.81494	-3.79900002
150.09985	-3.23300004
150.38475	-2.65100002
150.66965	-2.05200005
150.95456	-1.43599999
151.23946	-0.80299997
151.52435	-0.154
151.80927	0.51300001
152.09416	1.196
152.37907	1.897
152.66397	2.6159999
152.94887	3.3529999
153.0	3.487
154.06958	4.1789999
155.13914	4.882
156.20872	5.5960002
157.27829	6.3210001
158.34787	7.0580001
159.41743	7.8049998
160.48701	8.5640001
161.55658	9.335
162.62616	10.118
163.69572	10.913
164.7653	11.722
165.83487	12.543
166.90445	13.378
167.97401	14.227
169.04359	15.091
170.11316	15.971
171.18274	16.867001
172.2523	17.780001
173.32188	18.712
174.39145	19.664
175.46103	20.636999
176.53059	21.634001
177.60017	22.655001
178.66974	23.704
179.73932	24.783001
180.0	25.051001
211.0	25.051001
211.5546	23.964001
212.10919	22.908001
212.66377	21.879999
213.21837	20.878
213.77296	19.899
214.32756	18.941999
214.88216	18.006001
215.43675	17.087999
215.99133	16.188
216.54593	15.304
217.10052	14.436
217.65512	13.583
218.20972	12.745
218.7643	11.92
219.31889	11.109
219.87349	10.311
220.42809	9.5249996
220.98268	8.7510004
221.53728	7.9889998
222.09186	7.2389998
222.64645	6.5
223.20105	5.7719998
223.75565	5.0549998
224.31024	4.3499999
224.86484	3.655
225.0	3.487
225.31656	2.747
225.63312	2.0250001
225.94968	1.321
226.26624	0.634
226.58279	-0.035
226.89935	-0.68800002
227.21591	-1.324
227.53247	-1.94200003
227.84903	-2.54500008
228.16559	-3.13000011
228.48215	-3.69899988
228.79871	-4.25
229.11526	-4.78499985
229.43182	-5.30299997
229.74838	-5.8039999
230.06494	-6.28700018
230.3815	-6.75299978
230.69806	-7.20200014
231.01462	-7.63199997
231.33118	-8.04500008
231.64774	-8.43900013
231.96429	-8.81499958
232.28085	-9.17199993
232.59741	-9.51099968
232.91397	-9.82999992
233.23053	-10.13
233.54709	-10.41
233.86365	-10.671
234.18021	-10.912
234.49677	-11.133
234.81332	-11.333
235.12988	-11.514
235.44644	-11.673
