0.0	104.466
5.5156894	104.95
10.992549	105.323
16.464462	105.6
21.939186	105.782
27.402328	105.861
32.911495	105.825
38.403133	105.661
43.891689	105.363
49.352093	104.927
54.855789	104.346
60.0	103.679
64.281548	99.740997
68.563095	95.695999
72.844643	91.594002
77.12619	87.488998
81.407738	83.435997
85.689285	79.481003
89.970833	75.658997
90.0	75.633003
97.497643	74.898003
104.99529	74.281998
112.49292	73.792
119.99056	73.429001
120.0	73.429001
122.84493	73.545998
125.69421	72.753998
128.52704	71.206001
131.38908	68.967003
134.26346	66.077003
137.1172	62.568001
139.96454	58.403
142.83014	53.505001
145.68823	47.902
148.57805	41.591999
151.41341	35.074001
154.31212	28.864
157.19107	24.639999
160.03328	23.988001
162.90331	26.881001
165.79335	31.733
168.69566	37.069
171.60255	42.126999
174.50644	46.610001
177.39984	50.435001
180.0	53.318001
182.55673	51.021
185.11348	48.645
187.67021	46.193001
190.22694	43.667
192.78369	41.068001
195.34042	38.401001
197.89716	35.681
200.4539	32.937
203.01064	30.223
205.56737	27.641001
208.12411	25.363001
210.0	24.047001
216.71965	25.073999
223.4393	26.893999
225.0	27.403999
240.0	29.063
243.3811	31.631001
246.76221	34.116001
250.14331	36.535
253.52443	38.918999
256.90552	41.311001
260.28662	43.764
263.66772	46.347
267.04886	49.144001
270.0	51.834999
273.34357	52.383999
276.68713	52.716
280.03067	52.974998
283.37424	53.312
286.7178	53.863998
290.06134	54.729
293.40491	55.955002
296.74847	57.529999
300.0	59.334999
304.20752	54.112
308.41507	48.16
312.62259	41.505001
316.83014	34.278999
321.03766	27.018999
325.24521	21.707001
329.45273	23.105
333.66025	33.280998
337.8678	48.320999
342.07532	64.016998
346.28287	77.664001
350.49039	88.470001
354.69794	96.757004
358.90546	103.082
360.0	104.466
